year,age,agesq,nbh,cbd,inst,linst,price,rooms,area,land,baths,dist,ldist,lprice,y81,larea,lland,linstsq
1981,0,0,0,11000,11000,9.3057003,135000,7,2252,34879,3,18300,9.8146563,11.81303,1,7.719574,10.459641,86.596062
1981,0,0,0,12000,11000,9.3057003,160000,7,2836,37046,3,18500,9.8255262,11.982929,1,7.95015,10.519916,86.596062
1981,0,0,0,12000,11000,9.3057003,168000,7,2486,30808,3,18600,9.8309174,12.031719,1,7.8184304,10.335529,86.596062
1981,0,0,0,12000,11000,9.3057003,182095,7,3074,25159,3,18500,9.8255262,12.112284,1,8.030735,10.132971,86.596062
1981,0,0,0,12000,11000,9.3057003,175000,7,3074,25265,3,18500,9.8255262,12.072541,1,8.030735,10.137176,86.596062
1981,0,0,0,11000,11000,9.3057003,162000,7,3232,25380,3,18400,9.8201056,11.995352,1,8.0808563,10.141717,86.596062
1981,0,0,0,12000,12000,9.3927002,189857,7,3396,31412,4,18700,9.8362789,12.154026,1,8.1303539,10.354945,88.222816
1981,0,0,0,12000,12000,9.3927002,190508,7,2464,37026,3,18900,9.8469172,12.15745,1,7.8095412,10.519376,88.222816
1981,0,0,0,12000,12000,9.3927002,234552,7,3252,29671,3,19000,9.8521938,12.365433,1,8.0870256,10.297925,88.222816
1981,0,0,0,12000,11000,9.3057003,220000,7,3040,29621,3,19000,9.8521938,12.301383,1,8.0196133,10.296239,86.596062
1981,0,0,0,12000,11000,9.3057003,175000,7,3055,25265,3,18900,9.8469172,12.072541,1,8.0245352,10.137176,86.596062
1981,11,121,0,13000,16000,9.6802998,118000,7,1731,14810,2,5000,8.5171928,11.67844,1,7.4564548,9.6030579,93.708206
1981,1,1,1,11000,14000,9.5467997,155000,9,2996,45738,3,8700,9.0710783,11.95118,1,8.0050335,10.730684,91.14138
1981,0,0,1,11000,14000,9.5467997,144000,7,2464,46174,3,8600,9.0595169,11.877568,1,7.8095412,10.740172,91.14138
1981,0,0,1,10000,13000,9.4727001,216000,7,2548,46174,3,8800,9.0825071,12.283033,1,7.8430638,10.740172,89.732048
1981,0,0,1,10000,13000,9.4727001,124500,6,3398,63260,4,9900,9.2002897,11.732061,1,8.1309423,11.055009,89.732048
1981,0,0,1,10000,13000,9.4727001,80000,6,1988,65212,3,8100,8.9996185,11.289782,1,7.5948844,11.085399,89.732048
1981,0,0,1,10000,14000,9.5467997,100000,7,5136,47916,3,8200,9.0118895,11.512925,1,8.5440302,10.777205,91.14138
1981,81,6561,4,3000,6000,8.6995001,88000,6,2327,35538,1,7800,8.9618788,11.385092,1,7.7523351,10.478358,75.681305
1981,41,1681,4,3000,7000,8.8536997,41000,6,936,8276,1,6300,8.7483053,10.621327,1,6.8416157,9.0211153,78.388
1981,121,14641,4,7000,3000,8.0064001,66000,7,1674,54886,1,7600,8.9359035,11.09741,1,7.4229712,10.913013,64.10244
1981,7,49,4,4000,7000,8.8536997,74000,5,1587,5957,2,9600,9.1695185,11.211821,1,7.3696008,8.6923227,78.388
1981,1,1,0,4000,7000,8.8536997,76900,5,1531,3049,2,7200,8.8818359,11.250261,1,7.3336763,8.0225687,78.388
1981,0,0,0,7000,9000,9.1049995,132000,7,2574,43757,3,12300,9.4173546,11.790557,1,7.8532162,10.686407,82.901016
1981,0,0,0,6000,8000,8.9871998,130000,7,2644,35284,2,11900,9.3842936,11.77529,1,7.8800483,10.471185,80.76976
1981,39,1521,0,10000,10000,9.2103004,75000,6,1456,18215,1,16100,9.6865749,11.225244,1,7.2834482,9.8100004,84.829636
1981,2,4,0,10000,11000,9.3057003,156500,7,2464,31215,3,16000,9.6803436,11.960812,1,7.8095412,10.348654,86.596062
1981,8,64,0,10000,10000,9.2103004,140000,8,2400,29226,3,16000,9.6803436,11.849398,1,7.7832241,10.282814,84.829636
1981,81,6561,0,11000,11000,9.3057003,65000,6,1760,32670,2,17300,9.758462,11.082143,1,7.4730692,10.394213,86.596062
1981,6,36,0,12000,12000,9.3927002,150000,6,3132,26136,3,17800,9.7869539,11.91839,1,8.049427,10.171069,88.222816
1981,2,4,0,13000,13000,9.4727001,155000,7,2688,28688,2,19000,9.8521938,11.95118,1,7.8965526,10.264235,89.732048
1981,0,0,6,23000,25000,10.127,153000,7,2656,43996,3,24500,10.10643,11.938193,1,7.8845763,10.691854,102.55613
1981,0,0,6,23000,25000,10.127,160000,7,2738,43560,3,24600,10.1105,11.982929,1,7.9149828,10.681894,102.55613
1981,0,0,6,23000,25000,10.127,148000,7,2736,43560,3,24600,10.1105,11.904967,1,7.9142523,10.681894,102.55613
1981,0,0,6,23000,25000,10.127,142000,8,3726,43935,3,24500,10.10643,11.863583,1,8.2230902,10.690467,102.55613
1981,1,1,6,22000,24000,10.086,162000,7,2656,45302,3,24100,10.08997,11.995352,1,7.8845763,10.721107,101.7274
1981,0,0,6,22000,24000,10.086,175500,8,3284,43996,3,24000,10.08581,12.075395,1,8.096817,10.691854,101.7274
1981,1,1,6,22000,24000,10.086,194000,9,3170,45302,3,23900,10.08163,12.175613,1,8.0614872,10.721107,101.7274
1981,0,0,6,24000,25000,10.127,130500,6,2330,43995,2,26800,10.19616,11.779128,1,7.7536235,10.691832,102.55613
1981,29,841,1,16000,19000,9.8521996,73000,6,1564,48787,1,17200,9.7526646,11.198215,1,7.3550019,10.795219,97.065834
1981,0,0,1,16000,18000,9.7981005,140000,6,2248,49829,3,17100,9.7468338,11.849398,1,7.7177963,10.816353,96.002769
1981,29,841,1,17000,19000,9.8521996,82000,6,1566,43996,1,18300,9.8146563,11.314474,1,7.3562799,10.691854,97.065834
1981,2,4,1,15000,17000,9.7410002,180000,7,2744,77101,3,16500,9.7111158,12.100712,1,7.917172,11.252872,94.887085
1981,0,0,1,16000,18000,9.7981005,200000,7,2470,64745,3,16600,9.7171583,12.206073,1,7.8119736,11.078212,96.002769
1981,51,2601,6,22000,23000,10.043,52900,6,1199,54450,1,25500,10.14643,10.876159,1,7.0892429,10.905038,100.86185
1981,17,289,6,21000,23000,10.043,110000,6,2204,45302,2,25200,10.1346,11.608235,1,7.698029,10.721107,100.86185
1981,0,0,6,22000,24000,10.086,68000,7,2400,45738,3,25200,10.1346,11.127263,1,7.7832241,10.730684,101.7274
1981,2,4,6,22000,23000,10.043,90000,7,3152,51835,2,25000,10.12663,11.407565,1,8.0557928,10.855821,100.86185
1981,2,4,6,22000,23000,10.043,102000,7,3152,51835,2,25000,10.12663,11.532728,1,8.0557928,10.855821,100.86185
1981,0,0,6,22000,24000,10.086,119600,7,2701,48787,3,25300,10.13856,11.691908,1,7.9013772,10.795219,101.7274
1981,2,4,0,25000,26000,10.166,113500,7,2000,43569,3,28000,10.23996,11.639558,1,7.6009026,10.682101,103.34756
1981,11,121,2,27000,28000,10.24,80500,7,1286,44200,2,30900,10.33851,11.296013,1,7.1592917,10.69648,104.8576
1981,19,361,2,25000,26000,10.166,75900,6,1344,78408,2,29800,10.30226,11.237172,1,7.2034054,11.269681,103.34756
1981,2,4,2,23000,24000,10.086,109000,6,1232,49384,2,27000,10.20359,11.599103,1,7.116394,10.807382,101.7274
1981,6,36,2,24000,24000,10.086,160000,7,4056,69465,3,27900,10.23638,11.982929,1,8.3079529,11.148579,101.7274
1981,8,64,2,25000,25000,10.127,120000,7,2364,43996,3,29300,10.28534,11.695247,1,7.7681103,10.691854,102.55613
1981,0,0,2,25000,26000,10.166,135900,7,2377,43560,3,29600,10.29553,11.819674,1,7.7735944,10.681894,103.34756
1981,6,36,5,27000,28000,10.24,121000,7,2706,43996,3,31800,10.36722,11.703546,1,7.9032269,10.691854,104.8576
1981,15,225,5,31000,32000,10.373,85000,6,1978,44867,2,35700,10.48291,11.350407,1,7.5898414,10.711458,107.59913
1981,3,9,5,28000,28000,10.24,133000,7,2756,43573,3,32100,10.37661,11.798104,1,7.9215355,10.682193,104.8576
1981,0,0,5,31000,31000,10.342,143000,7,2576,49223,3,35400,10.47447,11.8706,1,7.8539929,10.804116,106.95696
1981,2,4,5,32000,33000,10.404,130000,7,2528,45738,3,36800,10.51325,11.77529,1,7.8351836,10.730684,108.24323
1981,0,0,5,32000,32000,10.373,135000,7,2464,46609,3,36700,10.51053,11.81303,1,7.8095412,10.749549,107.59913
1981,2,4,5,31000,31000,10.342,141000,7,2920,43560,3,35000,10.4631,11.856515,1,7.9793391,10.681894,106.95696
1981,0,0,5,31000,31000,10.342,125000,7,2548,43560,3,35000,10.4631,11.736069,1,7.8430638,10.681894,106.95696
1981,0,0,0,24000,24000,10.086,172900,7,2580,53579,3,29100,10.27849,12.060469,1,7.8555446,10.888912,101.7274
1981,0,0,0,24000,24000,10.086,177755,7,2738,45973,3,28600,10.26116,12.088161,1,7.9149828,10.735809,101.7274
1981,0,0,0,25000,25000,10.127,125000,7,2208,45738,3,29500,10.29215,11.736069,1,7.6998425,10.730684,102.55613
1981,0,0,0,23000,23000,10.043,173500,7,2900,43560,3,28200,10.24708,12.063932,1,7.972466,10.681894,100.86185
1981,0,0,0,23000,23000,10.043,169000,7,3292,43560,3,28100,10.24352,12.037654,1,8.0992508,10.681894,100.86185
1981,0,0,0,24000,24000,10.086,167950,6,2472,52708,3,28800,10.26813,12.031422,1,7.8127828,10.872522,101.7274
1981,0,0,0,23000,24000,10.086,145000,7,2569,43560,3,28600,10.26116,11.884489,1,7.8512721,10.681894,101.7274
1981,0,0,0,23000,23000,10.043,159900,7,2464,47480,3,28400,10.25414,11.982304,1,7.8095412,10.768064,100.86185
1981,0,0,0,23000,23000,10.043,172267,7,2826,46598,3,28300,10.25062,12.056801,1,7.9466176,10.749313,100.86185
1981,0,0,0,23000,23000,10.043,156900,7,2464,43908,3,28300,10.25062,11.963364,1,7.8095412,10.689852,100.86185
1981,0,0,0,23000,23000,10.043,169900,7,2832,43560,3,28100,10.24352,12.042965,1,7.9487386,10.681894,100.86185
1981,7,49,2,23000,23000,10.043,129900,7,2056,65340,3,28300,10.25062,11.77452,1,7.6285176,11.087359,100.86185
1981,26,676,2,21000,21000,9.9523001,109900,7,2632,64904,2,27000,10.20359,11.607327,1,7.8754992,11.080665,99.048279
1981,13,169,2,18000,19000,9.8521996,120000,6,2528,44431,3,24500,10.10643,11.695247,1,7.8351836,10.701693,97.065834
1981,7,49,2,22000,22000,9.9988003,140000,6,1800,44867,3,28100,10.24352,11.849398,1,7.495542,10.711458,99.976006
1981,7,49,2,23000,23000,10.043,83000,6,1182,44247,1,28900,10.2716,11.326596,1,7.0749631,10.697543,100.86185
1981,0,0,2,21000,21000,9.9523001,175000,7,2738,59790,3,26600,10.18867,12.072541,1,7.9149828,10.998593,99.048279
1981,7,49,2,20000,20000,9.9034996,117500,8,2016,44900,3,25800,10.15813,11.674193,1,7.6088705,10.712193,98.079308
1981,0,0,2,20000,20000,9.9034996,155500,7,2610,44431,3,25800,10.15813,11.954401,1,7.8671055,10.701693,98.079308
1981,2,4,2,20000,20000,9.9034996,158000,7,2627,43560,3,25600,10.15035,11.97035,1,7.8735976,10.681894,98.079308
1981,7,49,0,20000,19000,9.8521996,115000,6,1848,46300,2,26500,10.1849,11.652687,1,7.5218592,10.742897,97.065834
1981,6,36,3,27000,26000,10.166,133500,7,2648,46609,3,33000,10.40426,11.801857,1,7.8815598,10.749549,103.34756
1981,4,16,3,26000,26000,10.166,128000,7,2464,43560,3,32700,10.39513,11.759786,1,7.8095412,10.681894,103.34756
1981,5,25,3,30000,29000,10.275,105000,7,1998,67954,3,36400,10.50232,11.561716,1,7.5999022,11.126586,105.57561
1981,16,256,0,33000,33000,10.404,90000,6,1549,44431,1,38900,10.56875,11.407565,1,7.345365,10.701693,108.24323
1981,12,144,0,11000,13000,9.4727001,270000,7,3334,43560,3,15000,9.6158047,12.506177,1,8.111928,10.681894,89.732048
1981,26,676,0,13000,14000,9.5467997,70000,6,1526,28314,1,17600,9.7756538,11.156251,1,7.3304052,10.251112,91.14138
1981,3,9,0,14000,15000,9.6157999,98000,6,1197,50965,2,18700,9.8362789,11.492723,1,7.0875735,10.838895,92.463608
1981,1,1,0,12000,13000,9.4727001,103900,7,1836,35284,3,17400,9.764225,11.551184,1,7.5153446,10.471185,89.732048
1981,6,36,0,12000,12000,9.3927002,101100,7,2856,29955,2,17700,9.7813196,11.523866,1,7.9571772,10.307451,88.222816
1981,1,1,0,12000,13000,9.4727001,107900,7,1836,35121,2,17600,9.7756538,11.58896,1,7.5153446,10.466555,89.732048
1981,15,225,4,6000,6000,8.6995001,62000,6,1133,5000,1,13800,9.532424,11.034889,1,7.0326242,8.5171928,75.681305
1981,1,1,4,6000,5000,8.5172005,96750,7,1242,23087,2,13400,9.5030098,11.479886,1,7.1244783,10.047025,72.542702
1981,36,1296,4,6000,6000,8.6995001,79500,5,2216,10000,2,13400,9.5030098,11.283512,1,7.7034593,9.2103405,75.681305
1981,0,0,4,6000,5000,8.5172005,97900,7,1226,13068,2,13100,9.4803677,11.491702,1,7.1115122,9.4779215,72.542702
1981,0,0,4,6000,5000,8.5172005,103900,7,1910,20909,2,13200,9.4879723,11.551184,1,7.5548587,9.9479351,72.542702
1981,3,9,4,5000,6000,8.6995001,70000,6,1728,10938,2,12800,9.4572001,11.156251,1,7.45472,9.2999983,75.681305
1981,26,676,0,10000,10000,9.2103004,175000,6,1842,29130,2,16900,9.7350693,12.072541,1,7.5186071,10.279524,84.829636
1981,65,4225,0,10000,10000,9.2103004,80000,5,2384,10000,2,17000,9.7409687,11.289782,1,7.776535,9.2103405,84.829636
1981,25,625,0,10000,10000,9.2103004,60000,6,1388,7500,1,16900,9.7350693,11.0021,1,7.2356191,8.922658,84.829636
1981,0,0,6,24000,26000,10.166,144500,7,3140,48787,3,25000,10.12663,11.881035,1,8.0519781,10.795219,103.34756
1981,20,400,0,15000,15000,9.6157999,97000,6,1296,44867,2,21300,9.9664621,11.482467,1,7.167038,10.711458,92.463608
1981,19,361,0,14000,15000,9.6157999,95000,5,1148,44182,2,20500,9.9281797,11.461632,1,7.0457764,10.696073,92.463608
1981,0,0,0,13000,13000,9.4727001,204080,7,2261,45465,3,19400,9.8730278,12.226268,1,7.7235622,10.724698,89.732048
