year,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
1997,310,1174,1264,172,.32029998,7.068172,0,0,0,5.1474943,49.959057,.32029998,7.1420364
1998,310,1174,1543,159,.29719999,7.068172,1,0,0,5.0689044,49.959057,.29719999,7.3414841
1999,310,1174,1683,161,.2854,7.068172,0,1,0,5.0814042,49.959057,.2854,7.4283333
2000,310,1174,2175,156,.27809998,7.068172,0,0,1,5.0498562,49.959057,.27809998,7.6847839
1997,311,1120,818,165,.39570001,7.0210838,0,0,0,5.1059456,49.29562,.39570001,6.7068624
1998,311,1120,931,155,.45159999,7.0210838,1,0,0,5.0434251,49.29562,.45159999,6.8362594
1999,311,1120,956,160,.43830001,7.0210838,0,1,0,5.0751739,49.29562,.43830001,6.8627577
2000,311,1120,1150,156,.2814,7.0210838,0,0,1,5.0498562,49.29562,.2814,7.0475173
1997,312,590,233,268,.7396,6.3801227,0,0,0,5.5909872,40.705967,.7396,5.4510384
1998,312,590,319,214,.73620003,6.3801227,1,0,0,5.3659759,40.705967,.73620003,5.7651911
1999,312,590,278,189,.69879997,6.3801227,0,1,0,5.2417469,40.705967,.69879997,5.6276212
2000,312,590,258,234,.59360003,6.3801227,0,0,1,5.4553213,40.705967,.59360003,5.5529594
1997,313,595,227,238,.574,6.3885612,0,0,0,5.4722705,40.813713,.574,5.4249501
1998,313,595,239,200,.57459998,6.3885612,1,0,0,5.2983174,40.813713,.57459998,5.4764633
1999,313,595,206,229,.56040001,6.3885612,0,1,0,5.433722,40.813713,.56040001,5.3278761
2000,313,595,165,284,.57859999,6.3885612,0,0,1,5.6489744,40.813713,.57859999,5.1059456
1997,314,783,691,266,.45750001,6.6631327,0,0,0,5.5834961,44.397335,.45750001,6.5381398
1998,314,783,607,273,.4569,6.6631327,1,0,0,5.6094718,44.397335,.4569,6.4085288
1999,314,783,1030,147,.42330003,6.6631327,0,1,0,4.9904327,44.397335,.42330003,6.937314
2000,314,783,1106,166,.4138,6.6631327,0,0,1,5.1119876,44.397335,.4138,7.0085053
1997,315,925,1683,177,.34259999,6.8297939,0,0,0,5.1761498,46.646084,.34259999,7.4283333
1998,315,925,1690,185,.34419999,6.8297939,1,0,0,5.220356,46.646084,.34419999,7.4324837
1999,315,925,1835,173,.34009999,6.8297939,0,1,0,5.1532917,46.646084,.34009999,7.5147996
2000,315,925,1917,186,.36669999,6.8297939,0,0,1,5.2257466,46.646084,.36669999,7.558517
1997,316,162,989,82,.42450002,5.0875964,0,0,0,4.4067192,25.883636,.42450002,6.8966942
1998,316,162,977,89,.44279999,5.0875964,1,0,0,4.4886365,25.883636,.44279999,6.8844867
1999,316,162,948,83,.4253,5.0875964,0,1,0,4.4188404,25.883636,.4253,6.8543544
2000,316,162,808,104,.43959999,5.0875964,0,0,1,4.6443911,25.883636,.43959999,6.694562
1997,317,666,219,116,.67330003,6.5012898,0,0,0,4.7535901,42.266769,.67330003,5.3890719
1998,317,666,238,123,.66480005,6.5012898,1,0,0,4.8121843,42.266769,.66480005,5.4722705
1999,317,666,258,119,.68059999,6.5012898,0,1,0,4.7791233,42.266769,.68059999,5.5529594
2000,317,666,234,129,.69410002,6.5012898,0,0,1,4.8598123,42.266769,.69410002,5.4553213
1997,318,865,466,146,.4429,6.7627296,0,0,0,4.9836068,45.734512,.4429,6.1441855
1998,318,865,468,160,.5122,6.7627296,1,0,0,5.0751739,45.734512,.5122,6.1484685
1999,318,865,578,148,.34869999,6.7627296,0,1,0,4.9972124,45.734512,.34869999,6.3595738
2000,318,865,551,162,.36740002,6.7627296,0,0,1,5.0875964,45.734512,.36740002,6.3117347
1997,319,405,2423,73,.48019999,6.0038872,0,0,0,4.2904596,36.046661,.48019999,7.7927618
1998,319,405,2606,69,.48369998,6.0038872,1,0,0,4.2341065,36.046661,.48369998,7.865572
1999,319,405,2498,80,.48229998,6.0038872,0,1,0,4.3820267,36.046661,.48229998,7.8232455
2000,319,405,2281,86,.51429999,6.0038872,0,0,1,4.4543471,36.046661,.51429999,7.7323694
1997,320,475,186,206,.81379998,6.1633148,0,0,0,5.3278761,37.98645,.81379998,5.2257466
1998,320,475,201,180,.79280001,6.1633148,1,0,0,5.1929569,37.98645,.79280001,5.3033047
1999,320,475,223,172,.76300001,6.1633148,0,1,0,5.1474943,37.98645,.76300001,5.4071717
2000,320,475,196,179,.79030001,6.1633148,0,0,1,5.187386,37.98645,.79030001,5.2781148
1997,321,1515,2135,155,.29429999,7.3231707,0,0,0,5.0434251,53.62883,.29429999,7.6662221
1998,321,1515,2260,163,.33220002,7.3231707,1,0,0,5.09375,53.62883,.33220002,7.7231202
1999,321,1515,2986,149,.33130002,7.3231707,0,1,0,5.0039463,53.62883,.33130002,8.0016899
2000,321,1515,3146,151,.2683,7.3231707,0,0,1,5.0172796,53.62883,.2683,8.0538874
1997,322,323,153,134,.77480006,5.7776523,0,0,0,4.89784,33.381268,.77480006,5.0304379
1998,322,323,150,129,.84249997,5.7776523,1,0,0,4.8598123,33.381268,.84249997,5.0106354
1999,322,323,136,161,.8276,5.7776523,0,1,0,5.0814042,33.381268,.8276,4.9126549
2000,322,323,96,217,.79320002,5.7776523,0,0,1,5.3798971,33.381268,.79320002,4.5643482
1997,323,467,117,114,.92629999,6.1463294,0,0,0,4.7361984,37.777367,.92629999,4.7621741
1998,323,467,108,122,.87580001,6.1463294,1,0,0,4.8040209,37.777367,.87580001,4.6821313
1999,323,467,117,129,.91339993,6.1463294,0,1,0,4.8598123,37.777367,.91339993,4.7621741
2000,323,467,62,173,.88849998,6.1463294,0,0,1,5.1532917,37.777367,.88849998,4.1271343
1997,324,544,351,113,.52919996,6.2989492,0,0,0,4.7273879,39.676762,.52919996,5.8607864
1998,324,544,316,131,.53169996,6.2989492,1,0,0,4.8751974,39.676762,.53169996,5.7557421
1999,324,544,320,127,.52700001,6.2989492,0,1,0,4.8441873,39.676762,.52700001,5.768321
2000,324,544,339,142,.46180001,6.2989492,0,0,1,4.9558272,39.676762,.46180001,5.8260002
1997,325,1745,3326,244,.38189998,7.46451,0,0,0,5.4971681,55.71891,.38189998,8.1095257
1998,325,1745,3357,253,.38299999,7.46451,1,0,0,5.5333896,55.71891,.38299999,8.118803
1999,325,1745,3766,230,.38789999,7.46451,0,1,0,5.4380794,55.71891,.38789999,8.2337685
2000,325,1745,3965,222,.41769999,7.46451,0,0,1,5.4026775,55.71891,.41769999,8.2852612
1997,326,271,904,72,.708,5.602119,0,0,0,4.2766662,31.383738,.708,6.8068295
1998,326,271,918,79,.7669,5.602119,1,0,0,4.3694477,31.383738,.7669,6.8221974
1999,326,271,937,70,.72449994,5.602119,0,1,0,4.2484951,31.383738,.72449994,6.8426833
2000,326,271,930,76,.74919999,5.602119,0,0,1,4.3307333,31.383738,.74919999,6.8351846
1997,327,843,158,256,.87529999,6.7369671,0,0,0,5.5451775,45.386726,.87529999,5.0625949
1998,327,843,504,133,.50730002,6.7369671,1,0,0,4.8903489,45.386726,.50730002,6.2225761
1999,327,843,621,150,.4743,6.7369671,0,1,0,5.0106354,45.386726,.4743,6.4313312
2000,327,843,586,156,.4711,6.7369671,0,0,1,5.0498562,45.386726,.4711,6.3733196
1997,328,491,423,219,.52709997,6.196444,0,0,0,5.3890719,38.39592,.52709997,6.0473723
1998,328,491,451,206,.52689999,6.196444,1,0,0,5.3278761,38.39592,.52689999,6.1114674
1999,328,491,453,201,.45119998,6.196444,0,1,0,5.3033047,38.39592,.45119998,6.1158919
2000,328,491,420,209,.38919997,6.196444,0,0,1,5.3423343,38.39592,.38919997,6.0402546
1997,329,1197,1467,171,.5,7.0875735,0,0,0,5.1416636,50.2337,.5,7.2909746
1998,329,1197,1337,194,.50490004,7.0875735,1,0,0,5.267858,50.2337,.50490004,7.1981835
1999,329,1197,1263,206,.463,7.0875735,0,1,0,5.3278761,50.2337,.463,7.1412449
2000,329,1197,1069,221,.47479999,7.0875735,0,0,1,5.3981628,50.2337,.47479999,6.9744787
1997,330,345,3195,167,.56089997,5.8435445,0,0,0,5.1179938,34.147011,.56089997,8.0693426
1998,330,345,2998,175,.54150003,5.8435445,1,0,0,5.1647859,34.147011,.54150003,8.0057011
1999,330,345,3072,178,.56369996,5.8435445,0,1,0,5.1817837,34.147011,.56369996,8.0300837
2000,330,345,3447,148,.48610002,5.8435445,0,0,1,4.9972124,34.147011,.48610002,8.1452599
1997,331,754,148,126,.58590001,6.6253924,0,0,0,4.8362818,43.895824,.58590001,4.9972124
1998,331,754,157,120,.41259998,6.6253924,1,0,0,4.7874918,43.895824,.41259998,5.0562458
1999,331,754,142,122,.50569999,6.6253924,0,1,0,4.8040209,43.895824,.50569999,4.9558272
2000,331,754,210,95,.51419997,6.6253924,0,0,1,4.5538769,43.895824,.51419997,5.3471074
1997,332,395,1208,89,.50950003,5.9788857,0,0,0,4.4886365,35.747074,.50950003,7.0967212
1998,332,395,1186,92,.50569999,5.9788857,1,0,0,4.5217886,35.747074,.50569999,7.0783415
1999,332,395,1259,87,.53500003,5.9788857,0,1,0,4.4659081,35.747074,.53500003,7.138073
2000,332,395,1148,100,.57840002,5.9788857,0,0,1,4.6051702,35.747074,.57840002,7.0457764
1997,333,837,830,151,.36669999,6.7298241,0,0,0,5.0172796,45.290531,.36669999,6.7214255
1998,333,837,856,148,.3813,6.7298241,1,0,0,4.9972124,45.290531,.3813,6.7522702
1999,333,837,893,162,.36009997,6.7298241,0,1,0,5.0875964,45.290531,.36009997,6.7945867
2000,333,837,909,159,.3353,6.7298241,0,0,1,5.0689044,45.290531,.3353,6.812345
1997,334,727,7228,229,.38259998,6.5889263,0,0,0,5.433722,43.413952,.38259998,8.8857174
1998,334,727,7349,217,.35099998,6.5889263,1,0,0,5.3798971,43.413952,.35099998,8.9023199
1999,334,727,7336,212,.35950002,6.5889263,0,1,0,5.3565865,43.413952,.35950002,8.9005489
2000,334,727,7304,245,.35429999,6.5889263,0,0,1,5.5012584,43.413952,.35429999,8.8961773
1997,335,717,234,230,.68190002,6.5750756,0,0,0,5.4380794,43.231621,.68190002,5.4553213
1998,335,717,243,209,.72089994,6.5750756,1,0,0,5.3423343,43.231621,.72089994,5.4930615
1999,335,717,247,210,.67620003,6.5750756,0,1,0,5.3471074,43.231621,.67620003,5.5093884
2000,335,717,246,219,.61180001,6.5750756,0,0,1,5.3890719,43.231621,.61180001,5.5053315
1997,336,1836,354,294,.63459998,7.5153446,0,0,0,5.6835799,56.480404,.63459998,5.869297
1998,336,1836,263,364,.73180002,7.5153446,1,0,0,5.8971539,56.480404,.73180002,5.572154
1999,336,1836,364,321,.66540003,7.5153446,0,1,0,5.771441,56.480404,.66540003,5.8971539
2000,336,1836,395,345,.70589995,7.5153446,0,0,1,5.8435445,56.480404,.70589995,5.9788857
1997,337,693,309,157,.5352,6.5410299,0,0,0,5.0562458,42.785072,.5352,5.7333412
1998,337,693,319,157,.59319997,6.5410299,1,0,0,5.0562458,42.785072,.59319997,5.7651911
1999,337,693,321,156,.47659999,6.5410299,0,1,0,5.0498562,42.785072,.47659999,5.771441
2000,337,693,299,169,.46529999,6.5410299,0,0,1,5.1298985,42.785072,.46529999,5.7004437
1997,338,423,903,81,.51599997,6.0473723,0,0,0,4.3944492,36.570713,.51599997,6.8057227
1998,338,423,937,89,.57639998,6.0473723,1,0,0,4.4886365,36.570713,.57639998,6.8426833
1999,338,423,951,83,.57410002,6.0473723,0,1,0,4.4188404,36.570713,.57410002,6.8575139
2000,338,423,916,92,.61519998,6.0473723,0,0,1,4.5217886,36.570713,.61519998,6.8200164
1997,339,1701,335,244,.51450002,7.4389715,0,0,0,5.4971681,55.338299,.51450002,5.8141303
1998,339,1701,333,235,.52709997,7.4389715,1,0,0,5.4595857,55.338299,.52709997,5.8081427
1999,339,1701,325,216,.45019999,7.4389715,0,1,0,5.3752785,55.338299,.45019999,5.7838254
2000,339,1701,340,216,.49779999,7.4389715,0,0,1,5.3752785,55.338299,.49779999,5.8289456
1997,340,1005,2616,148,.3439,6.9127426,0,0,0,4.9972124,47.786011,.3439,7.8694019
1998,340,1005,2763,143,.33180001,6.9127426,1,0,0,4.9628448,47.786011,.33180001,7.9240723
1999,340,1005,2843,148,.31370002,6.9127426,0,1,0,4.9972124,47.786011,.31370002,7.9526153
2000,340,1005,3005,149,.28100002,6.9127426,0,0,1,5.0039463,47.786011,.28100002,8.0080328
1997,341,678,1834,245,.44049999,6.5191474,0,0,0,5.5012584,42.499283,.44049999,7.5142546
1998,341,678,1853,242,.45099998,6.5191474,1,0,0,5.4889379,42.499283,.45099998,7.5245614
1999,341,678,2147,213,.35569999,6.5191474,0,1,0,5.3612924,42.499283,.35569999,7.6718268
2000,341,678,2283,214,.3554,6.5191474,0,0,1,5.3659759,42.499283,.3554,7.7332458
1997,342,1440,2619,174,.28299999,7.2723985,0,0,0,5.1590552,52.887779,.28299999,7.8705478
1998,342,1440,2656,174,.2992,7.2723985,1,0,0,5.1590552,52.887779,.2992,7.8845763
1999,342,1440,3068,162,.31200001,7.2723985,0,1,0,5.0875964,52.887779,.31200001,8.0287809
2000,342,1440,2960,164,.27770001,7.2723985,0,0,1,5.0998664,52.887779,.27770001,7.9929447
1997,343,412,737,223,.57279998,6.0210233,0,0,0,5.4071717,36.25272,.57279998,6.6025877
1998,343,412,980,171,.40599999,6.0210233,1,0,0,5.1416636,36.25272,.40599999,6.8875527
1999,343,412,1113,155,.41479999,6.0210233,0,1,0,5.0434251,36.25272,.41479999,7.0148144
2000,343,412,935,185,.42640001,6.0210233,0,0,1,5.220356,36.25272,.42640001,6.8405466
1997,344,901,119,272,.80000001,6.8035054,0,0,0,5.6058021,46.287685,.80000001,4.7791233
1998,344,901,132,238,.86300004,6.8035054,1,0,0,5.4722705,46.287685,.86300004,4.882802
1999,344,901,113,265,.78370005,6.8035054,0,1,0,5.57973,46.287685,.78370005,4.7273879
2000,344,901,105,278,.75410002,6.8035054,0,0,1,5.6276212,46.287685,.75410002,4.6539602
1997,345,1740,525,281,.5043,7.4616404,0,0,0,5.6383548,55.676075,.5043,6.2633982
1998,345,1740,598,267,.54949999,7.4616404,1,0,0,5.5872488,55.676075,.54949999,6.3935909
1999,345,1740,653,265,.5485,7.4616404,0,1,0,5.57973,55.676075,.5485,6.4815769
2000,345,1740,643,280,.57389998,7.4616404,0,0,1,5.6347895,55.676075,.57389998,6.4661446
1997,346,849,717,134,.42330003,6.7440591,0,0,0,4.89784,45.482334,.42330003,6.5750756
1998,346,849,861,134,.34419999,6.7440591,1,0,0,4.89784,45.482334,.34419999,6.7580943
1999,346,849,1051,135,.3504,6.7440591,0,1,0,4.9052749,45.482334,.3504,6.9574976
2000,346,849,874,154,.34080002,6.7440591,0,0,1,5.0369525,45.482334,.34080002,6.7730803
1997,347,647,791,191,.53419995,6.4723463,0,0,0,5.2522736,41.891266,.53419995,6.6732979
1998,347,647,728,200,.54530001,6.4723463,1,0,0,5.2983174,41.891266,.54530001,6.590301
1999,347,647,1163,102,.44779998,6.4723463,0,1,0,4.6249728,41.891266,.44779998,7.0587583
2000,347,647,1156,133,.4278,6.4723463,0,0,1,4.8903489,41.891266,.4278,7.052721
1997,348,1672,309,149,.73790002,7.4217758,0,0,0,5.0039463,55.082756,.73790002,5.7333412
1998,348,1672,368,165,.71769994,7.4217758,1,0,0,5.1059456,55.082756,.71769994,5.908083
1999,348,1672,304,180,.62660003,7.4217758,0,1,0,5.1929569,55.082756,.62660003,5.7170277
2000,348,1672,275,179,.66460001,7.4217758,0,0,1,5.187386,55.082756,.66460001,5.6167712
1997,349,642,263,290,.7579,6.4645882,0,0,0,5.6698809,41.790901,.7579,5.572154
1998,349,642,314,251,.77879995,6.4645882,1,0,0,5.5254531,41.790901,.77879995,5.749393
1999,349,642,291,281,.81550002,6.4645882,0,1,0,5.6383548,41.790901,.81550002,5.6733232
2000,349,642,268,286,.71079999,6.4645882,0,0,1,5.655992,41.790901,.71079999,5.5909872
1997,350,528,291,261,.47150001,6.2690964,0,0,0,5.5645204,39.301571,.47150001,5.6733232
1998,350,528,285,245,.5219,6.2690964,1,0,0,5.5012584,39.301571,.5219,5.6524892
1999,350,528,231,228,.52869999,6.2690964,0,1,0,5.4293456,39.301571,.52869999,5.4424176
2000,350,528,307,178,.54839998,6.2690964,0,0,1,5.1817837,39.301571,.54839998,5.7268476
1997,351,1782,258,326,.59109998,7.4854918,0,0,0,5.7868972,56.032585,.59109998,5.5529594
1998,351,1782,265,314,.67199999,7.4854918,1,0,0,5.749393,56.032585,.67199999,5.57973
1999,351,1782,357,257,.61199999,7.4854918,0,1,0,5.5490761,56.032585,.61199999,5.8777356
2000,351,1782,380,277,.61220002,7.4854918,0,0,1,5.6240177,56.032585,.61220002,5.9401712
1997,352,1250,565,211,.45330003,7.130899,0,0,0,5.3518581,50.84972,.45330003,6.3368258
1998,352,1250,575,209,.3786,7.130899,1,0,0,5.3423343,50.84972,.3786,6.3543701
1999,352,1250,546,200,.34470001,7.130899,0,1,0,5.2983174,50.84972,.34470001,6.302619
2000,352,1250,581,231,.3515,7.130899,0,0,1,5.4424176,50.84972,.3515,6.3647509
1997,353,1041,564,187,.4795,6.947937,0,0,0,5.2311087,48.27383,.4795,6.3350544
1998,353,1041,532,193,.49770001,6.947937,1,0,0,5.2626901,48.27383,.49770001,6.2766433
1999,353,1041,575,195,.49740002,6.947937,0,1,0,5.2729998,48.27383,.49740002,6.3543701
2000,353,1041,588,225,.4641,6.947937,0,0,1,5.4161005,48.27383,.4641,6.3767271
1997,354,1724,948,258,.3224,7.4524026,0,0,0,5.5529594,55.538303,.3224,6.8543544
1998,354,1724,922,257,.3721,7.4524026,1,0,0,5.5490761,55.538303,.3721,6.8265452
1999,354,1724,1154,221,.39290002,7.4524026,0,1,0,5.3981628,55.538303,.39290002,7.0509896
2000,354,1724,1157,239,.45490003,7.4524026,0,0,1,5.4764633,55.538303,.45490003,7.0535855
1997,355,1846,2252,324,.51719999,7.5207763,0,0,0,5.7807436,56.562077,.51719999,7.719574
1998,355,1846,2337,303,.54860002,7.5207763,1,0,0,5.7137327,56.562077,.54860002,7.7566233
1999,355,1846,2601,302,.5345,7.5207763,0,1,0,5.7104268,56.562077,.5345,7.8636513
2000,355,1846,2679,324,.5309,7.5207763,0,0,1,5.7807436,56.562077,.5309,7.893199
1997,356,1830,493,324,.38819999,7.5120711,0,0,0,5.7807436,56.431213,.38819999,6.2005091
1998,356,1830,603,277,.41619998,7.5120711,1,0,0,5.6240177,56.431213,.41619998,6.401917
1999,356,1830,625,331,.4113,7.5120711,0,1,0,5.8021183,56.431213,.4113,6.4377518
2000,356,1830,772,351,.4445,7.5120711,0,0,1,5.8607864,56.431213,.4445,6.6489844
1997,357,1727,706,321,.42460001,7.4541411,0,0,0,5.771441,55.56422,.42460001,6.5596151
1998,357,1727,659,337,.46849999,7.4541411,1,0,0,5.8200831,55.56422,.46849999,6.4907236
1999,357,1727,636,311,.50740004,7.4541411,0,1,0,5.7397928,55.56422,.50740004,6.4551988
2000,357,1727,913,245,.52219999,7.4541411,0,0,1,5.5012584,55.56422,.52219999,6.8167357
1997,358,1036,269,148,.741,6.9431224,0,0,0,4.9972124,48.206947,.741,5.5947113
1998,358,1036,244,147,.634,6.9431224,1,0,0,4.9904327,48.206947,.634,5.4971681
1999,358,1036,255,151,.60970002,6.9431224,0,1,0,5.0172796,48.206947,.60970002,5.5412636
2000,358,1036,274,146,.63819999,6.9431224,0,0,1,4.9836068,48.206947,.63819999,5.6131282
1997,359,773,172,146,.65199995,6.650279,0,0,0,4.9836068,44.226212,.65199995,5.1474943
1998,359,773,194,148,.5316,6.650279,1,0,0,4.9972124,44.226212,.5316,5.267858
1999,359,773,120,151,.46200001,6.650279,0,1,0,5.0172796,44.226212,.46200001,4.7874918
2000,359,773,131,141,.51709998,6.650279,0,0,1,4.94876,44.226212,.51709998,4.8751974
1997,360,1721,967,290,.49630001,7.4506607,0,0,0,5.6698809,55.512344,.49630001,6.8741984
1998,360,1721,988,287,.55860001,7.4506607,1,0,0,5.659482,55.512344,.55860001,6.8956828
1999,360,1721,1113,284,.53530002,7.4506607,0,1,0,5.6489744,55.512344,.53530002,7.0148144
2000,360,1721,1275,269,.5244,7.4506607,0,0,1,5.5947113,55.512344,.5244,7.1507015
1997,361,251,2610,72,.42730001,5.5254531,0,0,0,4.2766662,30.530632,.42730001,7.8671055
1998,361,251,2690,74,.43130001,5.5254531,1,0,0,4.3040652,30.530632,.43130001,7.8972964
1999,361,251,2745,81,.46450001,5.5254531,0,1,0,4.3944492,30.530632,.46450001,7.9175363
2000,361,251,2399,92,.46599999,5.5254531,0,0,1,4.5217886,30.530632,.46599999,7.7828074
1997,362,608,223,232,.46200001,6.4101748,0,0,0,5.4467373,41.09034,.46200001,5.4071717
1998,362,608,232,228,.48360002,6.4101748,1,0,0,5.4293456,41.09034,.48360002,5.4467373
1999,362,608,217,227,.51349998,6.4101748,0,1,0,5.4249501,41.09034,.51349998,5.3798971
2000,362,608,251,186,.42340001,6.4101748,0,0,1,5.2257466,41.09034,.42340001,5.5254531
1997,363,1012,1824,153,.38330001,6.9196839,0,0,0,5.0304379,47.882027,.38330001,7.5087872
1998,363,1012,1950,148,.35609999,6.9196839,1,0,0,4.9972124,47.882027,.35609999,7.5755849
1999,363,1012,2083,153,.33450001,6.9196839,0,1,0,5.0304379,47.882027,.33450001,7.6415644
2000,363,1012,1951,160,.26910001,6.9196839,0,0,1,5.0751739,47.882027,.26910001,7.5760975
1997,364,1437,299,221,.64319998,7.2703128,0,0,0,5.3981628,52.857449,.64319998,5.7004437
1998,364,1437,333,218,.6972,7.2703128,1,0,0,5.3844953,52.857449,.6972,5.8081427
1999,364,1437,389,198,.73230004,7.2703128,0,1,0,5.2882671,52.857449,.73230004,5.9635792
2000,364,1437,381,196,.77940005,7.2703128,0,0,1,5.2781148,52.857449,.77940005,5.9427996
1997,365,585,392,142,.70499998,6.3716121,0,0,0,4.9558272,40.597439,.70499998,5.971262
1998,365,585,368,151,.7022,6.3716121,1,0,0,5.0172796,40.597439,.7022,5.908083
1999,365,585,368,156,.61360002,6.3716121,0,1,0,5.0498562,40.597439,.61360002,5.908083
2000,365,585,289,153,.64879996,6.3716121,0,0,1,5.0304379,40.597439,.64879996,5.6664267
1997,366,604,2374,184,.6336,6.403574,0,0,0,5.2149358,41.00576,.6336,7.7723317
1998,366,604,2368,187,.62059999,6.403574,1,0,0,5.2311087,41.00576,.62059999,7.7698011
1999,366,604,2728,176,.61500001,6.403574,0,1,0,5.1704841,41.00576,.61500001,7.911324
2000,366,604,2486,204,.6688,6.403574,0,0,1,5.31812,41.00576,.6688,7.8184304
1997,367,1145,471,186,.38859999,7.04316,0,0,0,5.2257466,49.606102,.38859999,6.1548581
1998,367,1145,481,194,.46700001,7.04316,1,0,0,5.267858,49.606102,.46700001,6.1758671
1999,367,1145,420,228,.40400001,7.04316,0,1,0,5.4293456,49.606102,.40400001,6.0402546
2000,367,1145,367,225,.3996,7.04316,0,0,1,5.4161005,49.606102,.3996,5.9053617
1997,368,738,577,304,.65079999,6.6039438,0,0,0,5.7170277,43.612076,.65079999,6.3578424
1998,368,738,573,294,.60970002,6.6039438,1,0,0,5.6835799,43.612076,.60970002,6.3508859
1999,368,738,479,319,.60000002,6.6039438,0,1,0,5.7651911,43.612076,.60000002,6.1717005
2000,368,738,487,340,.5571,6.6039438,0,0,1,5.8289456,43.612076,.5571,6.1882639
1997,369,589,127,262,.84850001,6.3784261,0,0,0,5.5683446,40.684319,.84850001,4.8441873
1998,369,589,124,240,.89599997,6.3784261,1,0,0,5.480639,40.684319,.89599997,4.8202815
1999,369,589,125,241,.8506,6.3784261,0,1,0,5.484797,40.684319,.8506,4.8283138
2000,369,589,106,272,.82769996,6.3784261,0,0,1,5.6058021,40.684319,.82769996,4.6634393
1997,370,812,350,290,.62779999,6.6995006,0,0,0,5.6698809,44.883308,.62779999,5.857933
1998,370,812,338,287,.6419,6.6995006,1,0,0,5.659482,44.883308,.6419,5.8230457
1999,370,812,314,310,.6153,6.6995006,0,1,0,5.7365723,44.883308,.6153,5.749393
2000,370,812,311,344,.63779998,6.6995006,0,0,1,5.8406415,44.883308,.63779998,5.7397928
1997,371,1069,237,253,.81260002,6.9744787,0,0,0,5.5333896,48.643353,.81260002,5.46806
1998,371,1069,346,217,.8107,6.9744787,1,0,0,5.3798971,48.643353,.8107,5.8464389
1999,371,1069,335,227,.71199995,6.9744787,0,1,0,5.4249501,48.643353,.71199995,5.8141303
2000,371,1069,345,225,.82069999,6.9744787,0,0,1,5.4161005,48.643353,.82069999,5.8435445
1997,372,933,196,175,.89169997,6.8384051,0,0,0,5.1647859,46.763786,.89169997,5.2781148
1998,372,933,234,156,.90339994,6.8384051,1,0,0,5.0498562,46.763786,.90339994,5.4553213
1999,372,933,208,190,.90610003,6.8384051,0,1,0,5.2470241,46.763786,.90610003,5.3375382
2000,372,933,276,170,.90949994,6.8384051,0,0,1,5.1357985,46.763786,.90949994,5.6204009
1997,373,880,182,159,.91870004,6.779922,0,0,0,5.0689044,45.967342,.91870004,5.2040067
1998,373,880,181,160,.91350001,6.779922,1,0,0,5.0751739,45.967342,.91350001,5.1984968
1999,373,880,177,181,.93370003,6.779922,0,1,0,5.1984968,45.967342,.93370003,5.1761498
2000,373,880,228,171,.92519999,6.779922,0,0,1,5.1416636,45.967342,.92519999,5.4293456
1997,374,881,186,286,.80199999,6.7810578,0,0,0,5.655992,45.982746,.80199999,5.2257466
1998,374,881,156,239,.60040003,6.7810578,1,0,0,5.4764633,45.982746,.60040003,5.0498562
1999,374,881,90,254,.49759999,6.7810578,0,1,0,5.5373344,45.982746,.49759999,4.4998097
2000,374,881,206,284,.54479998,6.7810578,0,0,1,5.6489744,45.982746,.54479998,5.3278761
1997,375,1679,160,201,.81290001,7.4259539,0,0,0,5.3033047,55.144791,.81290001,5.0751739
1998,375,1679,172,210,.76489997,7.4259539,1,0,0,5.3471074,55.144791,.76489997,5.1474943
1999,375,1679,173,236,.74230003,7.4259539,0,1,0,5.4638319,55.144791,.74230003,5.1532917
2000,375,1679,245,206,.81239998,7.4259539,0,0,1,5.3278761,55.144791,.81239998,5.5012584
1997,376,1901,286,312,.75,7.5501351,0,0,0,5.7430034,57.004539,.75,5.655992
1998,376,1901,303,321,.73390001,7.5501351,1,0,0,5.771441,57.004539,.73390001,5.7137327
1999,376,1901,310,325,.74779999,7.5501351,0,1,0,5.7838254,57.004539,.74779999,5.7365723
2000,376,1901,351,316,.73769999,7.5501351,0,0,1,5.7557421,57.004539,.73769999,5.8607864
1997,377,949,217,169,.88080001,6.8554087,0,0,0,5.1298985,46.996628,.88080001,5.3798971
1998,377,949,224,165,.86540002,6.8554087,1,0,0,5.1059456,46.996628,.86540002,5.4116459
1999,377,949,232,174,.88519996,6.8554087,0,1,0,5.1590552,46.996628,.88519996,5.4467373
2000,377,949,203,191,.88069999,6.8554087,0,0,1,5.2522736,46.996628,.88069999,5.3132062
1997,378,596,230,248,.42200002,6.3902407,0,0,0,5.5134287,40.835175,.42200002,5.4380794
1998,378,596,282,218,.48380002,6.3902407,1,0,0,5.3844953,40.835175,.48380002,5.6419072
1999,378,596,436,144,.45349997,6.3902407,0,1,0,4.9698133,40.835175,.45349997,6.0776424
2000,378,596,354,261,.50919998,6.3902407,0,0,1,5.5645204,40.835175,.50919998,5.869297
1997,379,580,878,239,.79570001,6.363028,0,0,0,5.4764633,40.488125,.79570001,6.7776465
1998,379,580,999,236,.77849996,6.363028,1,0,0,5.4638319,40.488125,.77849996,6.906755
1999,379,580,1015,234,.75400001,6.363028,0,1,0,5.4553213,40.488125,.75400001,6.9226437
