inlf,kidslt6,kidsge6,age,educ,unem,exper,nwifeinc,lnwage,expersq
0,0,3,31,10,7.5,4,4.3499999,,16
0,0,0,52,11,11,3,24,,9
0,0,2,46,12,7.5,10,18.299999,,100
0,2,0,35,12,7.5,9,17.200001,,81
0,0,0,59,12,14,7,16.476,,49
0,0,1,36,8,14,12,13.4,,144
0,1,3,51,7,14,0,44.987999,,0
0,1,0,31,16,9,16,18.200001,,256
0,0,2,31,14,14,4,28,,16
0,1,1,32,12,7.5,7,11.55,,49
0,1,2,35,16,14,7,28.450001,,49
0,0,3,40,12,7.5,14,15.096,,196
0,1,2,33,10,14,2,8.0089998,,4
0,0,0,54,7,3,20,10.04,,400
0,1,1,36,12,7.5,5,16.700001,,25
0,0,1,50,10,3,10,8.3999996,,100
0,0,0,54,8,3,20,13,,400
0,0,1,48,11,7.5,10,17.969999,,100
0,0,4,41,15,5,8,18.450001,,64
0,0,4,50,12,14,11,31,,121
0,0,2,46,12,7.5,3,24.135,,9
0,0,1,42,13,7.5,6,31.700001,,36
0,1,2,31,9,14,4,10.19,,16
0,0,0,53,12,14,4,21.573999,,16
0,0,1,51,12,7.5,9,26.68,,81
0,0,1,47,12,11,10,17.700001,,100
0,0,1,50,12,14,3,29.4,,9
0,0,1,37,6,7.5,2,22.159,,4
0,2,2,30,12,11,2,35,,4
0,0,0,49,12,5,0,8.6300001,,0
0,0,2,52,12,14,8,17.08,,64
0,0,2,47,12,14,6,32.5,,36
0,0,0,49,12,11,15,16,,225
0,0,4,44,12,14,15,18.85,,225
0,0,0,53,8,9.5,9,17.5,,81
0,1,0,30,12,14,8,19.392,,64
0,0,2,54,12,7.5,18,14.45,,324
0,1,1,47,7,7.5,3,21.799999,,9
0,0,0,56,15,14,10,7.6999998,,100
0,0,1,49,12,11,6,31.799999,,36
0,0,0,48,6,9.5,20,17.257999,,400
0,0,1,49,12,9.5,8,13.399,,64
0,0,1,56,12,11,3,16.073,,9
0,0,0,46,12,7.5,4,23.26,,16
0,0,2,45,12,14,13,37.299999,,169
0,0,2,32,12,11,4,11,,16
0,1,1,43,12,14,17,13.075,,289
0,1,1,34,12,9.5,4,13.7,,16
0,1,1,30,12,5,0,25.1,,0
0,2,0,38,17,5,15,18.6,,225
0,1,1,33,16,9.5,11,29,,121
0,0,0,52,12,9.5,23,19.237,,529
0,0,3,43,11,7.5,1,19.855,,1
0,1,1,33,12,9.5,5,9.4499998,,25
0,0,0,45,10,7.5,1,30,,1
0,2,1,36,10,14,5,15,,25
0,1,1,34,12,9.5,3,24.701,,9
0,0,2,37,14,11,3,15.9,,9
0,0,1,46,10,11,19,16.24,,361
0,0,0,47,12,9.5,20,21.1,,400
0,2,1,31,16,7.5,5,23,,25
0,0,0,57,5,14,0,6.3400002,,0
0,1,1,30,12,5,3,42.25,,9
0,0,0,30,12,11,3,14.694,,9
0,0,3,44,12,9.5,7,21.417,,49
0,0,0,53,13,7.5,7,20.200001,,49
0,0,0,51,8,9.5,1,12.09,,1
0,1,3,39,12,5,13,24.76,,169
0,0,0,52,8,3,0,23,,0
0,0,4,46,8,11,0,19.365,,0
0,0,5,47,12,3,12,5.5500002,,144
0,0,2,52,8,7.5,0,68.035004,,0
0,0,2,45,12,7.5,5,29.299999,,25
0,0,0,60,11,7.5,45,18.5,,2025
0,0,2,41,13,11,10,22.582001,,100
0,0,3,39,8,7.5,2,21.5,,4
0,0,1,49,12,7.5,3,28.07,,9
0,1,1,32,15,14,1,50.299999,,1
0,1,3,33,12,14,5,23.5,,25
0,0,4,36,10,14,10,15.5,,100
0,3,3,37,13,5,4,13.44,,16
0,1,2,30,12,11,7,8.1000004,,49
0,1,1,44,11,9.5,9,9.8000002,,81
0,0,1,48,12,5,5,20.299999,,25
0,0,4,40,11,14,4,15,,16
0,0,0,47,13,5,11,56.099998,,121
0,0,2,36,12,5,9,22.846001,,81
0,0,2,40,11,5,4,22.225,,16
0,0,1,46,12,7.5,2,17.635,,4
0,0,0,52,12,7.5,23,18.5,,529
0,0,1,44,12,11,3,13.39,,9
0,0,1,45,10,7.5,15,15.15,,225
0,2,1,30,7,7.5,8,16.200001,,64
0,1,3,40,12,14,3,33.919998,,9
0,0,1,43,12,7.5,25,14,,625
0,0,2,49,12,11,2,16.736,,4
0,1,4,46,12,11,0,30.65,,0
0,0,0,52,11,11,19,12.4,,361
0,1,1,31,12,9.5,3,19.021999,,9
0,1,1,42,10,5,7,11.203,,49
0,0,3,33,11,7.5,1,19.875999,,1
0,0,0,57,16,14,9,57,,81
0,0,0,49,10,11,3,18.290001,,9
0,0,1,45,14,11,8,20.219999,,64
0,0,0,56,11,14,0,22.15,,0
0,1,3,41,12,7.5,5,30.622999,,25
0,0,0,56,5,14,20,9.3800001,,400
0,0,1,48,10,5,3,22,,9
0,0,2,52,16,7.5,12,23.674999,,144
0,0,0,51,12,14,5,33.671001,,25
0,0,3,35,11,7.5,1,12.367,,1
0,0,0,45,12,5,0,21.950001,,0
0,0,0,54,12,9.5,7,32,,49
0,0,2,54,12,9.5,13,22.610001,,169
0,1,0,31,12,3,3,12.092,,9
0,0,3,53,6,11,0,3.777,,0
0,2,2,35,14,3,2,36,,4
0,1,3,36,12,7.5,0,26.9,,0
0,0,0,59,12,11,2,32.242001,,4
0,0,0,54,16,5,1,35.02,,1
0,1,1,37,12,9,10,37.599998,,100
0,0,0,44,12,7.5,10,1.5,,100
0,1,2,34,17,5,1,96,,1
0,0,0,49,12,11,3,18.15,,9
0,0,0,49,12,3,32,15.5,,1024
0,0,0,60,9,3,0,14,,0
0,0,0,51,12,7.5,7,14.756,,49
0,1,1,30,12,5,5,22,,25
0,0,2,47,12,11,2,24.466,,4
0,0,4,36,12,7.5,5,24.4,,25
0,1,3,35,12,9.5,3,24,,9
0,0,0,58,12,11,25,15.5,,625
0,1,3,41,14,7.5,0,30.799999,,0
0,0,1,51,10,14,3,10.66,,9
0,0,0,47,12,11,10,13.35,,100
0,1,2,45,9,11,10,10.09,,100
0,0,0,60,14,14,7,55.599998,,49
0,1,1,30,16,9.5,5,25.700001,,25
0,0,0,55,11,5,15,29,,225
0,1,2,32,12,3,1,7.2859998,,1
0,0,2,36,12,3,5,37.751999,,25
0,0,0,55,12,14,9,13.072,,81
0,0,0,47,12,14,18,7.0440001,,324
0,0,1,47,12,14,1,18.200001,,1
0,0,1,37,11,3,0,27,,0
0,0,2,50,12,3,6,30.299999,,36
0,0,3,30,12,14,1,12,,1
0,0,1,48,17,3,2,31.5,,4
0,0,2,43,10,5,15,27.091999,,225
0,1,0,48,11,3,25,20.968,,625
0,1,2,41,14,14,1,27,,1
0,0,0,50,12,7.5,0,11.225,,0
0,0,0,58,8,7.5,0,37.700001,,0
0,0,5,38,13,7.5,0,28.200001,,0
0,0,1,37,12,5,8,34,,64
0,0,0,50,16,9.5,22,63.200001,,484
0,0,4,42,8,7.5,5,7.5,,25
0,1,3,37,9,9.5,10,17.41,,100
0,0,2,41,16,9,1,51,,1
0,0,2,31,12,3,1,12.916,,1
0,0,0,51,12,5,6,21.9,,36
0,1,2,36,12,5,4,17.639999,,16
0,0,0,54,15,14,6,20,,36
0,0,0,49,12,14,0,15,,0
0,1,1,48,9,5,1,14.06,,1
0,0,2,42,9,9.5,3,15.825,,9
0,1,2,41,12,9.5,15,16.51,,225
0,0,0,55,16,7.5,33,13,,1089
0,0,0,42,9,5,2,10,,4
0,0,1,32,15,7.5,1,22,,1
0,0,2,43,12,7.5,10,29.799999,,100
0,1,3,33,12,5,0,15,,0
0,0,1,48,15,9.5,14,22.299999,,196
0,0,2,43,12,7.5,15,14.55,,225
0,1,3,47,17,7.5,15,19.73,,225
0,0,0,54,12,7.5,10,35,,100
0,0,1,51,12,7.5,6,21.014,,36
0,0,1,51,10,7.5,18,10.876,,324
0,1,1,43,13,7.5,15,27.85,,225
0,0,0,53,12,3,30,9.5600004,,900
0,1,1,34,11,7.5,15,30.299999,,225
0,1,1,31,8,7.5,10,7.7199998,,100
0,0,0,56,12,7.5,0,10.55,,0
0,0,1,42,16,9.5,0,24.106001,,0
0,0,2,32,12,9.5,4,22.995001,,16
0,1,3,35,12,9.5,0,6,,0
0,1,1,30,12,9.5,3,24.35,,9
0,0,0,51,10,7.5,20,7.6079998,,400
0,0,3,47,12,3,3,28.200001,,9
0,0,1,54,12,3,1,16.15,,1
0,3,0,31,15,7.5,5,51.200001,,25
0,0,0,47,10,5,7,12.646,,49
0,0,3,47,14,11,6,19,,36
0,0,3,40,12,7.5,2,19,,4
0,0,0,48,8,7.5,0,14.4,,0
0,0,7,34,8,11,10,7.2319999,,100
0,0,3,38,12,9.5,6,21.943001,,36
0,1,3,32,12,7.5,4,47.5,,16
0,0,1,48,16,7.5,8,28.9,,64
0,0,2,41,12,7.5,18,12.4,,324
0,0,2,49,5,7.5,7,6.5310001,,49
0,0,0,59,8,11,15,22.422001,,225
0,0,0,58,13,11,7,22.200001,,49
0,0,3,41,12,14,8,77,,64
0,0,2,45,12,14,8,88,,64
0,1,1,30,14,11,3,26.040001,,9
0,0,1,41,12,7.5,10,63.5,,100
0,2,0,30,12,7.5,9,12.1,,81
0,0,1,53,12,7.5,24,17.504999,,576
0,0,0,31,12,7.5,12,18,,144
0,0,2,43,14,11,2,28.069,,4
0,1,1,31,12,14,6,14,,36
0,0,0,51,12,7.5,18,8.1169996,,324
0,0,0,43,9,5,17,11.895,,289
0,1,2,31,14,5,7,45.25,,49
0,0,0,48,11,9.5,6,31.106001,,36
0,1,1,31,12,9.5,10,4,,100
0,0,1,44,12,7.5,5,40.5,,25
0,0,1,48,11,7.5,7,21.620001,,49
0,0,1,53,12,7.5,11,23.426001,,121
0,0,3,42,10,11,14,26,,196
0,2,6,39,12,9.5,5,7.8400002,,25
0,1,2,32,10,7.5,2,6.8000002,,4
0,0,2,36,12,14,4,5.3299999,,16
0,0,2,40,13,9.5,5,28.200001,,25
0,2,3,31,12,7.5,14,10,,196
0,0,0,43,12,7.5,4,9.9519997,,16
0,0,0,60,12,14,15,24.983999,,225
0,0,3,39,9,11,12,28.363001,,144
