age,work,study,econhs,colgpa,hsgpa,acteng,actmth,act,mathscr,male,calculus,attexc,attgood,fathcoll,mothcoll,score
19,0,25,0,3.0344,3.369,,,,10,1,1,0,1,1,1,92.620003
19,0,12,1,2.4583001,2.5669999,21,19,21,6,1,1,1,0,1,1,73.769997
19,16,25,0,2.8387001,3.4200001,22,32,27,9,1,1,0,1,0,1,76.230003
19,10,17.5,1,2.1296,3.0999999,25,22,23,8,1,1,0,1,1,1,72.129997
19,0,15,0,3.3148,3.4170001,20,22,21,8,1,0,0,1,1,0,86.889999
19,0,5,1,2.6538,2.848,20,24,22,8,1,1,0,1,1,1,76.230003
19,10,17.5,0,3.5344,3.4389999,22,23,23,8,0,1,1,0,0,0,87.699997
19,0,20,1,3.52,4.0159998,25,29,29,8,1,0,0,1,1,1,85.25
19,17.5,12.5,0,2.5713999,3.9200001,28,30,28,9,0,1,0,1,0,0,69.669998
19,32.5,10,0,3,3.4430001,22,24,20,9,0,1,1,0,1,0,62.299999
19,20,10,1,3.0146999,3.678,27,24,25,9,0,1,0,1,1,1,86.889999
20,11,10,1,2.5713999,3.1919999,20,20,22,4,0,0,0,1,1,1,61.48
19,0,5,0,2.8103001,3.3329999,22,28,27,10,1,0,0,1,0,1,71.309998
19,10,15,0,3.0185001,2.671,22,18,19,9,0,0,0,1,0,1,68.029999
19,0,10,0,2.8958001,2.8889999,18,18,18,4,0,1,0,1,1,1,77.870003
19,15,43,1,3.6910999,3.8699999,24,26,25,10,0,1,1,0,1,0,86.889999
19,0,20,0,2.8499999,3.3050001,22,30,25,10,1,1,0,1,1,0,64.75
19,0,20,0,3.3448,3.4449999,22,20,21,6,0,0,1,0,1,1,85.25
19,11,5,0,3.8461001,3.5599999,28,25,27,10,1,1,1,0,0,0,84.43
19,10,8,0,2.4107001,3.1530001,24,20,22,7,1,1,0,1,0,1,83.610001
19,12.5,5,0,3.1059999,3.2219999,18,21,20,6,0,1,1,0,0,1,74.589996
19,0,12.5,0,2.5534999,3.027,22,24,25,9,0,1,0,1,1,1,72.949997
19,0,12,1,3.2941,3.4890001,22,21,23,8,0,1,0,1,1,0,80.330002
19,17.5,20,0,3.2241001,3.2820001,20,18,22,8,0,1,0,1,0,1,73.769997
19,0,30,0,1.75,2.9030001,24,24,24,7,1,0,0,1,1,1,70.489998
19,20,20,0,2.7321,3.138,20,23,22,8,1,1,0,1,0,0,62.299999
19,12,7,0,2.8499999,3.276,20,20,19,8,1,1,1,0,0,0,78.690002
19,0,10,0,1.8448,3.1170001,19,20,23,6,1,1,0,1,1,1,40.16
19,10,10,0,3.1784999,3.6359999,22,22,23,8,1,1,1,0,0,1,83.610001
19,0,15,0,3.0555,3.51,22,20,22,8,0,1,0,1,1,0,87.699997
19,10,10,0,3,3.605,27,30,27,9,1,1,0,1,0,1,75.410004
19,6,3,1,2.3571,3.0439999,19,27,22,9,1,0,0,1,0,0,61.48
20,20,7.5,0,2.9827001,3.1210001,22,29,26,10,0,1,0,1,1,1,72.949997
19,0,3,0,2.4791,3.01,23,31,28,10,1,1,0,1,0,1,76.230003
18,0,10,0,2.6666,3.0599999,26,22,21,6,1,0,0,1,0,1,59.84
19,0,10,1,2.04,3.3399999,17,17,20,8,0,0,0,1,0,1,60.66
19,0,6,1,2.8571,3.3429999,28,26,27,8,1,1,0,1,1,1,90.160004
19,0,5,0,2.6034,2.9820001,16,21,20,8,1,1,0,1,1,1,67.209999
19,0,28,0,3.8034999,3.927,17,27,23,8,0,1,1,0,0,1,86.889999
18,0,22.5,0,2.25,3.5,22,18,20,8,1,1,1,0,1,1,68.849998
19,29,10,1,1.4074,2.6110001,17,18,16,7,1,0,0,0,0,1,46.720001
19,12,6,0,2.7142,3.1040001,28,24,30,8,1,1,0,1,0,1,63.110001
19,0,5,0,2.4665999,3.2650001,,,,8,1,1,0,1,0,1,49.18
19,13,11,0,3.1875,3.635,25,24,26,9,1,1,0,1,0,1,86.889999
19,0,14,1,2.3666,3.0650001,22,20,21,7,0,1,1,0,0,1,55.740002
19,0,7,0,1.923,2.95,22,21,22,8,1,0,0,1,1,1,71.309998
19,0,10,1,2.25,3.0580001,23,17,21,5,0,0,0,0,1,1,53.279999
19,0,14,1,2.3478,2.9779999,23,19,22,8,1,1,1,0,0,0,75.410004
18,0,15,0,3.6724,3.26,19,20,19,8,0,0,0,1,0,1,72.129997
19,4,7,1,3.1034,3.6670001,21,24,23,9,1,1,0,1,1,1,73.769997
19,10,30,0,3.4463999,3.503,22,20,22,7,0,0,1,0,1,1,60.66
19,0,25,0,3.9284999,3.9719999,24,26,26,9,1,1,1,0,1,0,95.080002
19,0,10,0,2.4814,3.3239999,25,20,22,8,0,0,0,1,0,0,63.93
19,0,27.5,1,2.9189,3.3940001,22,22,25,8,0,1,1,0,1,1,60.66
19,0,20,0,2.0192001,3.171,21,22,23,9,1,1,0,1,0,0,56.560001
19,0,27.5,0,3.5799999,3.256,24,18,23,7,0,0,0,1,1,1,68.849998
19,0,11,0,2.8034999,3.26,20,23,25,8,1,1,0,1,1,1,78.690002
19,0,15,1,2.75,3.727,,,,7,0,1,0,0,1,1,56.560001
19,0,10,1,2.0908999,3.5309999,27,21,23,7,1,0,0,1,1,1,71.309998
19,0,10,0,2.8034999,2.885,20,24,23,9,1,1,1,0,0,1,77.870003
19,32.5,7.5,1,3.2068999,3.6900001,23,23,22,7,0,0,1,0,0,1,77.870003
19,0,3,1,2.9821,3.7149999,23,24,23,5,1,0,0,0,0,1,68.849998
19,0,15,0,2.4463999,3.1400001,28,22,24,5,1,1,1,0,0,0,56.560001
19,5,21,0,3.3652999,3.675,30,21,26,7,0,0,0,1,0,1,76.230003
19,12,12,0,2.1400001,2.885,21,19,21,7,0,0,0,1,1,1,72.129997
19,14,17.5,1,2.875,3.536,20,19,21,5,1,1,0,0,1,0,56.560001
19,12.5,27.5,0,2.6333001,2.9200001,,,,0,0,0,0,1,1,1,85.25
19,7,12.5,0,3.7423999,3.9719999,28,33,31,8,1,1,0,1,1,1,94.260002
19,0,10,0,2.3333001,3.5929999,20,22,21,9,0,1,0,0,1,1,74.589996
19,20,5,0,3.3871,3.1570001,25,25,27,9,0,0,0,1,1,1,72.129997
19,0,7,0,2.8399999,3.194,25,24,22,6,1,1,0,1,1,1,69.669998
19,0,15,0,2.7916,2.914,,,,5,1,0,0,1,0,1,75.410004
19,0,10,0,3.3906,3.3,,,,9,0,1,0,1,0,1,74.589996
19,0,25,1,3.0357001,3.053,20,20,18,7,0,1,1,0,1,1,67.209999
19,27,10,1,1.9464,3.194,24,28,25,10,1,1,0,0,1,0,71.309998
19,0,6.5,1,2.6111,3.23,21,20,21,8,0,1,0,1,0,1,59.02
19,10,15,1,3.7321,3.865,24,26,25,10,0,1,1,0,0,0,83.610001
19,0,4,1,2.9305,3.151,,,,6,0,0,0,0,1,1,78.690002
19,0,12,1,3.2758,2.3800001,20,19,20,6,1,0,0,1,0,0,80.330002
19,0,20,0,2.6666,3.5580001,28,24,25,9,0,1,0,1,1,1,59.02
19,0,10,0,2.3333001,3.286,,,,8,0,0,0,1,1,1,60.66
19,9,15,1,2.0689001,3.47,23,18,22,5,0,0,0,1,0,0,71.309998
19,29,30,1,3.0357001,3.6500001,,,,10,0,1,0,1,0,0,44.259998
19,6.5,9,0,1.8928,2.878,14,22,17,6,1,1,0,1,0,0,61.48
19,0,17.5,1,1.6956,3.1110001,27,26,25,7,1,0,0,1,1,1,72.949997
19,0,10,0,2.75,2.891,21,19,21,9,0,1,0,1,1,1,58.200001
19,15,10,0,2.9166,3.6289999,,,,8,0,0,0,1,1,0,71.309998
19,0,25,0,3.74,3.9419999,,,,10,0,1,1,0,0,1,90.160004
19,0,10,1,3.1666,3.405,25,22,24,8,1,0,0,1,1,1,80.330002
19,7,10,0,2.6600001,3.125,21,23,21,5,1,1,1,0,0,1,75.410004
19,0,15,0,2.6666,2.76,17,26,22,10,1,1,1,0,1,1,67.209999
19,21,20,0,2.9400001,3.428,21,27,22,8,0,1,0,1,0,0,84.43
19,6,18,0,2.6724,2.8640001,27,22,26,5,0,0,0,0,1,0,46.720001
18,35,6,0,2.4827001,2.6570001,20,20,20,6,0,0,1,0,0,0,54.099998
19,0,25,0,1.9516,3.171,23,18,19,6,0,0,0,1,1,1,59.02
19,13,11,1,2.8666,3.638,22,29,24,7,1,1,0,1,1,1,76.230003
19,0,8,0,3.125,3.2,25,22,23,8,1,0,1,0,1,1,72.949997
19,5,6,0,2.4821,2.9449999,17,24,20,9,0,1,1,0,1,1,50.82
18,20,6,0,3.1784999,3.7219999,23,23,26,10,0,1,0,0,0,0,72.129997
19,0,0,1,2.3392,2.8629999,21,18,20,4,1,0,0,1,1,1,70.489998
19,0,2,1,1.9444,2.6359999,19,18,19,5,1,0,0,1,1,0,68.029999
19,0,10,0,1.8965,3.3050001,21,21,20,7,0,0,1,0,0,0,78.690002
20,0,4,0,2.4463999,2.4630001,16,19,17,10,1,1,0,1,1,1,61.48
19,15,6.5,0,3.0739999,3.2090001,27,25,26,8,0,0,0,1,0,0,74.589996
19,0,10,1,2.7413001,2.8499999,,,,8,0,0,1,0,0,1,65.57
18,10,7.5,0,3.1666,3.3889999,20,26,24,9,0,1,0,1,1,0,83.610001
19,20,12.5,0,2.4655001,3.0079999,,,,7,1,1,0,1,0,1,58.200001
18,16,25,1,2.8125,3.3940001,,,,9,0,0,0,1,1,1,71.309998
19,15,12,0,2.375,3.0699999,,,,10,0,1,0,1,1,1,63.110001
19,0,8,0,3.3157001,3.1099999,18,30,20,9,1,0,1,0,1,1,77.870003
19,0,8,1,2.0192001,3,25,18,23,3,0,0,1,0,0,1,47.540001
19,0,10,1,3.4833,4,,,,8,0,0,1,0,0,0,70.489998
19,17,20,1,2.9000001,3.1159999,17,16,18,4,1,0,1,0,0,1,69.669998
19,22.5,25,0,3.625,3.793,22,25,22,9,0,1,1,0,1,1,67.209999
24,30,17.5,1,2.4056001,2.8840001,19,19,19,5,0,1,1,0,0,1,75.779999
20,9,8,1,2.7857001,3.9159999,26,26,24,8,0,1,0,1,0,0,67.190002
20,25,30,0,1.9375,3.312,18,22,20,8,0,1,0,1,0,0,55.470001
22,0,10,1,2.7226,3.4519999,25,26,26,10,0,1,0,0,0,0,87.5
21,6,6,0,2.7553999,3.194,25,29,28,10,1,1,0,0,1,1,82.029999
21,13,30,1,2.3835001,3.263,24,23,22,7,0,1,1,0,0,0,68.75
21,35,20,0,2.0541999,2.9530001,20,17,20,1,1,0,0,0,1,0,57.029999
21,0,8,0,3.0179999,3.3729999,22,23,23,7,1,0,0,1,1,1,72.660004
21,0,20,0,2.4863999,3.7909999,25,27,25,8,1,1,0,1,1,1,82.029999
20,0,17.5,1,2.4484999,3.053,19,22,19,10,1,1,1,0,0,0,79.690002
20,0,10,1,2.9545,3.589,28,31,32,10,1,1,0,0,1,1,75.779999
20,0,10,0,2.5625,3.1099999,15,17,16,7,0,0,0,1,0,1,58.59
20,22.5,12.5,1,2.5583999,3.1400001,17,26,21,6,0,1,1,0,0,0,82.029999
21,0,15,0,2.9602001,3.79,28,22,26,9,1,1,0,1,1,1,70.309998
21,29,7,0,2.4073999,2.6229999,21,22,23,7,0,1,0,1,0,0,58.59
21,32,15,1,1.6896,3.25,,,,8,1,1,0,0,1,1,71.089996
20,30,6,0,3.4920001,3.0739999,22,20,23,5,1,0,1,0,1,1,79.690002
20,6,17.5,0,2.7776999,3.5280001,25,26,23,10,0,1,1,0,0,1,66.410004
21,24,15,1,2.2811999,2.77,24,32,25,10,1,1,0,0,1,1,87.5
20,0,12.5,0,1.8593,3.256,19,17,18,5,0,0,0,1,1,0,60.16
20,15,12.5,1,3.6428001,3.8440001,23,25,26,6,0,1,0,1,1,1,77.339996
21,10,10,0,3.1631999,3.5,24,29,25,10,1,1,0,1,1,1,89.059998
20,0,30,1,2.9224,2.846,23,21,22,7,0,1,0,1,0,1,82.029999
20,25,8,0,2.8362999,3.684,27,25,29,10,0,1,0,1,1,0,78.129997
20,20,5,0,3.6724,3.691,29,28,28,8,0,1,0,0,0,1,93.75
21,12,12.5,0,2.7363,3.4690001,20,22,20,5,0,1,0,1,0,1,58.59
20,0,27.5,1,3.5307,3.6300001,26,23,25,8,0,1,1,0,1,1,86.720001
20,11,11,1,3.0588,3.8610001,24,21,24,9,0,0,0,0,0,0,60.16
19,20,10,0,2.5543001,2.4530001,24,20,24,7,0,0,0,0,1,1,69.529999
20,15,20,1,2.2291,3.076,18,19,20,7,0,0,1,0,1,0,51.560001
20,10,6,0,2.0769,2.7780001,15,21,15,9,1,1,0,1,1,1,44.529999
20,27.5,8,0,2.6726999,2.9649999,18,20,21,4,1,0,0,1,1,0,57.810001
20,0,25,0,3.4744999,3.2349999,23,21,22,7,0,1,1,0,1,0,94.529999
19,0,15,0,2.3364999,3.471,23,22,21,7,0,1,1,0,0,0,59.380001
20,15,25,0,3.5792999,3.161,16,20,18,7,1,0,1,0,1,1,96.089996
20,12,10,0,2.8467,3.1900001,24,22,22,9,1,1,0,0,0,1,76.559998
20,13,30,0,3.0636001,2.9719999,23,29,23,10,0,1,0,0,0,0,86.720001
20,0,20,0,3.5555,3.8369999,24,25,23,10,1,1,1,0,1,1,93.75
20,0,5,0,2.1733999,2.8800001,26,31,29,10,1,1,0,1,1,0,92.190002
20,0,11,0,2.8043001,3.53,20,25,24,10,1,1,0,1,0,0,75
20,12,15,0,3.75,3.6900001,29,30,28,8,1,1,0,1,1,1,94.529999
20,0,20,0,2.8965001,3.358,24,25,24,9,1,0,0,1,0,0,93.75
20,10,5,0,3.3771,3.1329999,24,23,23,6,1,1,0,1,0,1,89.059998
20,35,5,1,3.2244,3.7780001,30,31,32,10,1,1,0,1,0,0,81.25
20,25,15,1,2.8474,3.6059999,31,25,31,8,0,1,0,1,0,0,53.91
20,16,5,0,2.4073999,3.05,26,19,23,8,0,0,0,1,1,0,78.910004
20,30,5,0,3.2916,3.2360001,20,24,22,10,0,0,0,0,0,0,59.380001
19,0,20,0,2.625,3.3099999,24,30,25,10,1,1,0,1,0,0,61.720001
19,8,20,1,2.25,3.27,27,17,23,6,0,0,1,0,0,0,53.91
19,15,20,0,2.9583001,2.6700001,23,30,26,10,1,1,0,1,1,1,85.160004
18,0,2.3,1,2.75,3.3929999,22,21,21,9,1,1,0,0,1,0,58.59
20,22.5,10,0,3.2409999,3.8540001,20,23,23,8,1,1,0,1,1,0,87.5
21,15,7,0,2.0510001,3.1700001,24,20,20,9,1,1,1,0,1,0,57.810001
20,17,15,1,3.2539001,3.9619999,20,27,22,9,1,1,1,0,0,0,92.190002
20,0,7,1,2.8508,3.9170001,22,20,21,7,1,1,0,1,1,1,89.839996
20,13.5,12.5,0,2.3333001,3.2639999,23,24,23,8,1,1,0,0,0,1,86.720001
19,0,16,0,3.3392,3.2690001,24,17,24,8,0,0,1,0,1,1,85.940002
19,0,21,1,3.4628999,3.757,19,21,21,10,0,1,0,1,1,1,71.879997
19,0,2,0,3.8448,3.714,31,28,31,10,1,0,0,1,1,1,94.529999
21,0,20,0,3.1851001,3.2809999,15,16,16,10,1,1,1,0,1,1,58.59
19,0,8.5,0,2.9284999,3.51,28,25,29,7,1,0,0,0,1,1,74.220001
18,10,10,0,2.9284999,3.2780001,23,24,21,9,0,1,0,1,1,1,50
20,16,28,1,1.9512,3.1400001,14,18,17,7,0,0,0,1,0,1,50
20,17,4,1,1.8278,3.277,21,20,21,7,1,0,0,1,1,1,48.439999
21,0,12,0,1.9607,2.51,15,16,18,5,1,1,0,1,1,1,47.66
20,15,6,1,3.0253999,3.556,22,21,22,6,0,1,1,0,0,1,85.940002
20,0,10,1,2.6289999,3.372,20,21,21,6,0,0,0,1,0,0,52.34
19,0,11,0,3.3392,3.5599999,24,25,25,8,1,0,0,0,1,1,79.690002
20,8,18,0,2.5743999,2.767,23,24,24,9,1,1,0,1,1,1,78.910004
18,37.5,8.5,0,3.3871,3.7,28,24,27,8,0,0,0,1,0,0,83.589996
20,16,12,1,2.8125,3.151,24,22,23,7,0,0,0,1,1,1,75
19,0,15,0,3.1034,3.6110001,27,25,26,8,0,1,0,1,1,1,84.379997
19,12,20,0,3.1206,3.6670001,22,19,23,8,0,1,1,0,0,0,93.75
19,13,25,0,3.3928001,3.5,22,26,23,9,0,1,1,0,1,1,80.470001
19,0,20,1,3.5,3.8099999,25,28,25,9,0,1,1,0,0,0,82.029999
20,0,10,0,2.0776999,3.1800001,18,17,17,6,1,0,0,1,1,0,43.75
18,0,10,0,2.46,3.3,28,24,25,7,0,1,0,1,0,0,88.279999
19,20,25,1,2.0713999,3.1659999,19,19,22,7,0,1,1,0,1,0,53.91
19,11,10,1,2.5453999,3.2850001,26,22,23,8,0,1,0,1,0,0,78.129997
19,0,4,1,2.6724,3,26,20,24,8,1,1,0,0,1,1,69.529999
19,10,10,1,2.95,3.447,24,19,21,6,1,0,0,1,1,1,77.339996
19,30,17.5,1,2.6166,3.21,21,27,26,8,1,1,0,1,0,0,82.029999
19,11,12.5,1,2.7857001,3.6800001,23,19,21,6,0,1,0,1,0,0,66.410004
19,12.5,5,0,2.3636,3.256,29,26,31,10,1,0,0,0,1,1,48.439999
19,0,15,0,2.5534999,3.2079999,22,20,21,9,1,1,1,0,0,0,77.339996
19,0,8,0,2.7413001,3.0799999,30,25,29,7,1,1,0,1,1,1,67.970001
19,5,16,1,2.9655001,3.214,,,,9,1,1,0,1,1,1,87.5
19,0,10,0,3.5599999,3.302,24,24,22,9,1,0,1,0,0,0,83.589996
19,35,12,0,2.9463999,4,23,28,22,10,0,1,0,1,0,0,89.839996
20,17.5,12.5,0,2.5357001,2.816,24,22,21,8,0,0,0,1,1,1,47.66
19,0,6,0,3.8213999,3.99,27,28,29,10,0,0,0,1,1,1,86.720001
19,0,16.5,0,2.7142,2.97,24,23,24,7,1,1,0,1,1,1,68.75
19,0,14,1,3.7419,3.575,29,25,30,8,0,0,0,1,0,1,57.029999
19,0,22.5,0,3.0892,2.8900001,23,17,20,8,0,0,0,1,0,1,78.129997
19,0,10,0,3.5,3.6760001,27,25,26,7,0,0,0,0,1,1,89.059998
19,6.5,9,1,2.7656,3.2620001,20,24,22,7,0,1,0,1,1,1,64.839996
19,0,20,0,3.4284999,3.1700001,,,,8,1,1,1,0,0,1,67.970001
19,0,12.5,1,3.2776999,3.4119999,,,,10,1,1,0,0,1,1,83.589996
19,0,20,1,3.4482,3.138,26,19,23,8,1,1,1,0,1,1,69.529999
19,16,18,0,3.7678001,3.9400001,28,22,27,8,0,1,1,0,1,0,88.279999
19,15,10,1,2.3652999,3.3099999,19,21,20,7,0,0,0,1,0,0,45.310001
19,10,10,0,3.1896,3.9660001,31,23,26,8,0,0,0,1,1,0,65.629997
19,0,15,1,3.6538,3.1470001,24,19,24,9,1,1,1,0,0,0,93.75
20,0,5,1,3,3.6589999,22,24,24,6,1,1,0,1,0,1,79.690002
19,8,10,0,2.9137001,3.0569999,23,22,22,9,1,1,1,0,0,1,82.809998
20,0,7,1,2.6730001,3.161,16,23,21,6,1,0,0,1,0,1,63.279999
19,33,12,0,2.9333,3.425,20,23,21,8,0,1,0,1,1,1,70.309998
20,10,5,1,3.9284999,4.0599999,28,23,25,10,0,1,0,0,0,0,75.779999
18,0,10,0,3.54,3.444,17,23,21,6,0,1,0,1,0,0,92.190002
19,18,15,0,2.3928001,3.5610001,19,20,21,4,1,1,0,0,1,1,71.879997
19,12.5,4.5,1,3.4000001,3.7939999,20,24,23,8,0,1,0,1,1,1,83.589996
19,20,7,1,1.7407,3.5899999,25,20,25,9,1,1,0,0,1,0,54.689999
19,17.5,17.5,0,2.3213999,3.3050001,21,26,24,6,0,1,0,0,0,1,87.5
19,12,5,0,2.875,3.7739999,31,28,29,10,1,0,0,0,1,0,82.029999
20,10,20,1,2.2692001,3.1600001,22,21,21,6,1,1,0,0,0,0,64.839996
19,0,18,0,3.0227001,3.5139999,30,19,24,6,0,0,0,1,1,1,82.029999
19,0,14,0,3,2.4289999,21,19,20,6,1,1,0,1,0,1,75.779999
19,0,30,1,3.4642,3.5,20,27,22,9,1,1,1,0,1,1,74.220001
18,13,16.5,0,2.9821,3.7869999,23,20,23,9,0,1,1,0,0,1,83.589996
19,12,6,0,3.8103001,3.8239999,23,26,25,9,0,0,0,1,1,1,87.5
19,17.5,11,0,2.3518,3.3329999,26,19,23,6,0,1,0,1,1,1,78.129997
18,0,15,0,2.75,3.3110001,25,24,24,7,0,1,0,1,0,1,61.720001
19,0,20,1,3.6875,3.908,28,27,28,7,1,1,1,0,0,1,87.5
19,0,18,1,3.7678001,3.3900001,22,22,22,7,1,0,1,0,0,1,89.059998
19,0,1,0,2.8571,3.6489999,29,30,29,9,1,0,0,0,1,1,81.25
19,0,8,1,3.431,3.2920001,23,26,26,9,1,1,1,0,0,1,79.690002
19,10,35,0,3.4655001,3.8299999,25,21,23,9,0,0,1,0,1,1,87.5
19,20,10,0,2.6428001,2.9170001,20,22,22,8,0,0,0,1,0,0,67.190002
19,22.5,35,0,3.7618999,3.1719999,24,27,25,9,1,0,1,0,0,0,89.839996
19,0,0,1,3.3845999,3.5710001,22,26,24,9,1,1,1,0,1,0,88.279999
19,0,10,0,2.5,3.1889999,21,25,22,8,0,0,1,0,0,0,64.839996
19,0,10,0,2.8703001,3.372,24,27,27,9,1,1,0,1,0,0,72.660004
19,0,15,0,3.5,3.6700001,26,30,28,10,1,1,0,1,1,1,86.720001
18,10,6,1,2.2931001,3,17,18,18,4,0,0,0,1,0,0,45.310001
19,15,7.5,1,2.9073999,3.5,16,29,22,8,1,1,1,0,1,0,83.589996
19,18,8,1,2.2825999,2.6530001,19,20,21,8,1,0,0,1,1,0,55.470001
19,10,6,0,2.6071,3.247,23,23,24,5,0,0,1,0,1,1,53.130001
20,36,12,1,3.6289999,3.8499999,21,19,22,7,0,1,1,0,0,0,75
19,0,21,0,2.7857001,3.5350001,20,20,22,9,0,1,0,1,0,0,77.339996
19,0,14,0,2.6480999,2.875,26,23,26,4,0,0,0,1,1,1,72.660004
19,0,20,1,2.6784999,3.29,20,22,20,9,1,1,1,0,0,1,78.910004
19,0,27.5,0,2.9827001,3.635,26,24,27,8,0,0,0,1,1,1,75
19,0,15,0,3.4827001,3.4260001,23,29,28,8,1,1,1,0,1,1,94.529999
19,4,9,0,3.0739999,3.5,30,29,31,7,1,1,0,0,1,1,60.16
19,0,30,0,2.4782,3.3699999,19,18,19,6,0,0,0,1,1,1,58.59
19,0,20,0,2.4814,3.4100001,19,22,20,7,0,0,0,1,1,0,60.939999
19,0,3,1,3.4821,3.75,24,27,26,9,1,1,0,0,1,1,89.839996
18,3,40,0,2.625,3.3610001,26,26,25,4,0,1,0,0,1,0,87.5
18,0,12.5,0,1.6538,3.3740001,25,25,24,9,1,1,0,0,1,0,61.720001
19,0,5,0,2.4259,2.9100001,25,28,28,9,1,1,0,0,0,1,58.59
19,0,2,1,2.1127999,2.75,25,27,26,10,1,1,0,1,1,1,66.410004
19,0,27.5,0,3.3833001,3.527,27,23,25,9,0,0,1,0,1,1,71.089996
19,11,12.5,0,1.9074,3.2820001,21,26,24,7,1,0,0,0,1,1,35.939999
19,0,13.5,0,2.6875,3.5999999,24,28,29,10,0,1,0,1,0,1,89.059998
19,15,10,0,2.8166001,2.931,17,20,18,6,0,0,0,1,0,0,63.279999
19,0,10,1,3.6071,3.694,26,25,28,9,1,1,0,1,0,1,75
19,14,5,0,2.4107001,2.927,25,29,25,7,1,1,0,1,0,1,85.160004
19,15,15,0,3.1607001,3.2309999,18,23,20,8,1,0,0,1,0,0,78.129997
19,11,8,0,3.5294001,3.5799999,20,17,18,7,0,1,1,0,0,0,82.029999
19,11,5,1,3.48,3.5680001,26,23,25,8,1,1,0,1,1,1,86.720001
19,17.5,15,1,3.3213999,3.1800001,19,25,21,7,0,1,0,1,0,0,75.779999
19,15,12,0,3.5,3.5829999,26,30,27,10,0,1,0,1,1,0,80.470001
19,0,14.5,0,2.3034999,3.77,24,25,23,8,0,1,0,0,1,0,80.470001
19,0,12.5,1,3.3652999,3.875,25,29,27,10,0,1,1,0,0,1,78.129997
19,17,20,1,3.5666001,3.569,18,22,18,10,0,1,1,0,1,0,84.379997
19,10,13,0,2.7037001,3.444,15,19,17,7,1,1,1,0,0,0,86.720001
20,0,15,0,3.3034999,3.0940001,26,28,25,10,0,0,0,1,1,1,77.339996
19,20,8.5,0,2.5178001,3.066,23,25,23,9,0,0,1,0,1,1,69.529999
19,0,6,0,2.7678001,2.9159999,20,22,25,2,1,0,0,1,1,1,77.339996
19,0,10,0,2.6127999,3.487,24,24,26,10,1,1,0,1,0,0,68.75
19,0,8,1,2.2321,3.1029999,23,27,25,7,1,1,0,1,1,1,61.720001
19,17.5,12.5,0,2.7741001,3.28,21,26,23,8,1,0,0,1,1,0,71.089996
19,15,20,1,2.6071,3.7379999,23,25,25,10,0,1,0,0,0,1,78.129997
19,0,15,1,2.9444001,3.572,26,26,28,9,1,1,0,1,1,1,81.25
19,15,15,1,3.7272,3.52,18,19,19,9,0,0,1,0,1,1,72.660004
19,0,25,0,3.6963999,3.6900001,27,27,25,10,0,1,1,0,1,1,95.309998
19,20,1,1,2.8518,2.9200001,18,24,19,9,0,1,0,1,1,1,53.130001
19,0,15,0,2.9821,2.53,14,16,15,5,1,1,0,0,1,0,80.470001
18,0,15,0,3.0416,3.0550001,22,20,21,6,1,0,0,1,1,0,81.25
20,0,30,0,2.9333,3.582,19,21,20,9,1,1,0,1,0,0,78.129997
19,14,7,0,2.4807,2.6040001,20,23,20,9,1,1,0,1,0,0,65.629997
18,0,7,0,3.5216999,2.8570001,20,24,23,7,1,0,0,1,0,0,81.25
19,0,12.5,1,3.4821,3.711,28,26,27,8,1,1,1,0,1,1,72.660004
19,10,19,0,2.9428,3.24,17,24,20,6,0,1,0,1,1,1,74.220001
18,12,12,1,1.6363,3.26,13,16,15,7,0,0,0,1,0,0,49.220001
19,27,13.5,0,3.0178001,3.5650001,24,26,26,9,0,1,0,1,0,1,78.910004
18,15,35,1,2.3571,2.73,21,22,21,9,0,0,1,0,1,1,50
19,22.5,12.5,0,2.5,3.628,20,20,21,5,0,0,0,1,0,1,63.279999
19,0,17.5,0,2.4791,2.9719999,23,20,20,10,0,1,1,0,0,0,63.279999
19,0,25,1,2.5369999,4.2600002,23,21,24,10,0,1,0,1,1,1,65.629997
19,0,25,1,1.7692,3.2679999,20,19,20,7,1,0,1,0,1,1,74.220001
19,0,15,1,3.1963999,3.223,25,20,22,8,1,1,0,1,1,1,89.059998
19,6.5,6,1,2.9827001,3.3610001,20,27,24,6,1,1,0,1,0,0,82.029999
19,0,10,0,1.8035001,3.777,22,26,24,9,0,1,1,0,0,0,63.279999
19,0,12.5,0,3.3845999,3.7,26,25,26,7,0,0,0,1,1,1,56.25
18,18,12,1,2.3234999,3.0699999,21,17,19,5,1,0,0,1,1,0,44.529999
20,25,2.5,1,3.0689001,3.493,30,26,29,7,1,0,0,0,1,1,82.029999
19,22.5,40,1,2.0453999,3,16,15,15,6,0,0,0,1,0,0,22.66
18,14,20,0,2.7068999,3.7,29,26,28,10,0,1,0,0,1,1,72.660004
24,30,25,0,2.0769,3.056,21,18,19,6,0,0,0,1,1,1,20.309999
18,5,14,1,3.4463999,3.5,21,19,23,9,0,1,1,0,0,0,95.309998
22,30,15,0,3.2688,3.6800001,22,28,26,9,1,1,0,1,0,0,87.5
22,0,8,0,2.5186,3.441,21,22,20,9,1,1,0,0,0,0,58.59
20,0,12.5,0,2.9782,2.99,19,25,23,10,0,1,1,0,0,0,83.589996
20,16,7.5,0,2.3642001,3.1700001,23,21,24,10,1,1,0,0,1,0,82.029999
21,0,40,1,2.3081999,3.0380001,24,21,24,9,0,0,1,0,0,1,53.91
